Москва;300
Санкт-Петербург;300
Белгород;330
Орел;330
Владимир;330
Иваново;330
Череповец;330
Ярославль;330
Вологда;330
Нижний Новгород;330
Казань;350
Саратов;350
Самара;350
Ростов-на-Дону;350
Волгоград;350
Йошкар-Ола;350
Краснодар;350
Сочи;350
Пермь;400
Оренбург;400
Уфа;400
Екатеринбург;400
Челябинск;400
Тьмень;450
Омск;450
Новосибирск;450
Красноярск;550
Барнаул;550
Томск;550
Кемерово;550
Новокузнецк;550
Иркутск;550
Хабаровск;730
Владивосток;730
